age,gender,income,days_as_member,total_completed,total_viewed,total_received,percent_completed,total_spent,avg_spent,num_transactions,completed_bogo,num_bogos,bogo_percent_completed,completed_discount,num_discounts,discount_percent_completed,single_link_cluster,cluster
62.0,1.0,57000.0,113.0,0.0,2.0,3.0,0.0,0.0,14.311214285714286,0.0,1.0,2.0,0.5,2.0,3.0,0.6666666666666666,5,1
64.0,0.0,70000.0,514.0,4.0,4.0,4.0,1.0,140.34,15.593333333333335,9.0,1.0,3.0,0.3333333333333333,3.0,9.0,0.3333333333333333,5,2
89.0,1.0,87000.0,260.0,4.0,3.0,4.0,1.0,248.63,27.62555555555555,9.0,0.0,0.0,0.3333333333333333,3.0,11.0,0.2727272727272727,5,2
73.0,0.0,51000.0,122.0,1.0,4.0,5.0,0.2,23.43,2.603333333333333,9.0,1.0,2.0,0.5,2.0,4.0,0.5,5,1
50.0,1.0,93000.0,452.0,4.0,5.0,5.0,0.8,297.29,24.77416666666667,12.0,1.0,3.0,0.3333333333333333,2.0,9.0,0.2222222222222222,5,2
90.0,1.0,98000.0,965.0,1.0,1.0,4.0,0.25,80.03,26.676666666666666,3.0,1.0,4.0,0.25,1.0,1.0,1.0,5,1
68.0,1.0,84000.0,731.0,1.0,0.0,5.0,0.0,34.04,17.02,2.0,1.0,1.0,1.0,2.0,4.0,0.5,5,1
60.0,0.0,64000.0,541.0,1.0,2.0,3.0,0.3333333333333333,44.13999999999999,3.6783333333333332,12.0,2.0,5.0,0.4,0.0,0.0,0.0,5,3
45.0,0.0,54000.0,351.0,0.0,3.0,5.0,0.0,11.51,1.9183333333333328,6.0,2.0,4.0,0.5,2.0,3.0,0.6666666666666666,5,1
66.0,0.0,49000.0,920.0,5.0,5.0,6.0,0.8333333333333334,200.93,11.162777777777777,18.0,2.0,6.0,0.3333333333333333,2.0,8.0,0.25,5,2
19.0,1.0,73000.0,655.0,3.0,3.0,5.0,0.6,202.75,18.431818181818183,11.0,1.0,3.0,0.3333333333333333,2.0,7.0,0.2857142857142857,5,2
66.0,1.0,58000.0,166.0,3.0,4.0,5.0,0.6,163.53000000000003,16.352999999999998,10.0,2.0,6.0,0.3333333333333333,1.0,3.0,0.3333333333333333,5,2
72.0,1.0,72000.0,720.0,6.0,5.0,6.0,1.0,201.92,16.826666666666668,12.0,3.0,11.0,0.2727272727272727,2.0,6.0,0.3333333333333333,5,2
76.0,0.0,63000.0,846.0,4.0,5.0,5.0,0.8,224.76,17.28923076923077,13.0,1.0,3.0,0.3333333333333333,2.0,9.0,0.2222222222222222,5,2
52.0,0.0,78000.0,443.0,5.0,3.0,5.0,1.0,117.92,19.65333333333333,6.0,2.0,8.0,0.25,1.0,5.0,0.2,5,2
55.0,0.0,31000.0,234.0,1.0,2.0,4.0,0.25,30.73,6.145999999999999,5.0,3.0,6.0,0.5,0.0,0.0,0.0,5,3
39.0,1.0,60000.0,316.0,3.0,4.0,4.0,0.75,705.5,58.79166666666666,12.0,2.0,6.0,0.3333333333333333,1.0,3.0,0.3333333333333333,5,0
45.0,1.0,44000.0,918.0,5.0,2.0,6.0,0.8333333333333334,163.70999999999995,10.231875,16.0,2.0,8.0,0.25,2.0,5.0,0.4,5,2
57.0,1.0,114000.0,393.0,5.0,5.0,6.0,0.8333333333333334,184.82,23.1025,8.0,3.0,12.0,0.25,1.0,3.0,0.3333333333333333,1,0
74.0,0.0,48000.0,20.0,0.0,1.0,3.0,0.0,6.86,2.286666666666666,3.0,1.0,2.0,0.5,1.0,2.0,0.5,5,1
18.0,0.0,47000.0,735.0,5.0,4.0,6.0,0.8333333333333334,275.61,12.527727272727274,22.0,2.0,4.0,0.5,3.0,11.0,0.2727272727272727,5,2
53.0,0.0,96000.0,308.0,4.0,5.0,5.0,0.8,138.84,27.768,5.0,2.0,5.0,0.4,2.0,9.0,0.2222222222222222,5,2
59.0,1.0,98000.0,325.0,3.0,1.0,3.0,1.0,112.04,28.01,4.0,0.0,0.0,0.4,1.0,7.0,0.14285714285714285,5,2
57.0,0.0,46000.0,1366.0,1.0,3.0,4.0,0.25,34.22,3.422,10.0,1.0,2.0,0.5,1.0,2.0,0.5,5,2
51.0,1.0,56000.0,353.0,2.0,4.0,5.0,0.4,40.94,5.848571428571428,7.0,1.0,2.0,0.5,1.0,5.0,0.2,5,1
64.0,1.0,37000.0,285.0,3.0,5.0,5.0,0.6,51.37000000000001,7.338571428571429,7.0,4.0,10.0,0.4,1.0,3.0,0.3333333333333333,5,2
71.0,0.0,57000.0,549.0,0.0,3.0,4.0,0.0,30.14,2.5116666666666667,12.0,1.0,4.0,0.25,1.0,1.0,1.0,5,1
64.0,1.0,66000.0,467.0,2.0,4.0,4.0,0.5,50.35,12.5875,4.0,2.0,5.0,0.4,1.0,3.0,0.3333333333333333,5,1
83.0,0.0,46000.0,186.0,0.0,5.0,5.0,0.0,16.77,3.3539999999999996,5.0,2.0,6.0,0.3333333333333333,1.0,2.0,0.5,5,1
26.0,0.0,71000.0,233.0,0.0,3.0,5.0,0.0,13.8,3.45,4.0,2.0,3.0,0.6666666666666666,2.0,3.0,0.6666666666666666,5,1
29.0,1.0,58000.0,133.0,1.0,5.0,5.0,0.2,30.48,2.54,12.0,1.0,2.0,0.5,2.0,7.0,0.2857142857142857,5,1
43.0,0.0,70000.0,320.0,0.0,3.0,4.0,0.0,2.03,2.03,1.0,2.0,4.0,0.5,2.0,3.0,0.6666666666666666,5,1
89.0,1.0,65000.0,199.0,3.0,4.0,4.0,0.75,124.82,17.83142857142857,7.0,1.0,3.0,0.3333333333333333,2.0,6.0,0.3333333333333333,5,2
49.0,1.0,79000.0,75.0,2.0,5.0,5.0,0.4,24.93,12.465,2.0,2.0,5.0,0.4,2.0,5.0,0.4,5,1
79.0,0.0,67000.0,765.0,3.0,3.0,4.0,0.75,317.0300000000001,17.612777777777783,18.0,2.0,9.0,0.2222222222222222,0.0,0.0,0.0,5,2
55.0,1.0,94000.0,289.0,3.0,5.0,5.0,0.6,195.35,24.418750000000006,8.0,1.0,3.0,0.3333333333333333,2.0,6.0,0.3333333333333333,5,2
55.0,0.0,66000.0,241.0,2.0,3.0,5.0,0.4,272.23,14.327894736842106,19.0,1.0,6.0,0.16666666666666666,0.0,0.0,0.0,5,3
45.0,0.0,31000.0,298.0,0.0,3.0,4.0,0.0,16.459999999999994,3.292,5.0,2.0,4.0,0.5,1.0,1.0,1.0,5,1
52.0,0.0,30000.0,183.0,0.0,2.0,4.0,0.0,9.8,1.96,5.0,1.0,4.0,0.25,1.0,1.0,1.0,5,1
39.0,0.0,55000.0,849.0,4.0,3.0,4.0,1.0,156.54,17.39333333333333,9.0,3.0,11.0,0.2727272727272727,0.0,0.0,0.0,5,2
77.0,0.0,69000.0,30.0,1.0,2.0,4.0,0.25,60.25,20.08333333333333,3.0,1.0,2.0,0.5,1.0,2.0,0.5,5,1
66.0,0.0,60000.0,23.0,2.0,3.0,5.0,0.4,30.9,5.15,6.0,2.0,4.0,0.5,2.0,4.0,0.5,5,1
69.0,1.0,87000.0,308.0,2.0,4.0,4.0,0.5,53.21,26.605,2.0,2.0,8.0,0.25,1.0,2.0,0.5,5,1
74.0,0.0,53000.0,1442.0,1.0,2.0,2.0,0.5,55.13,13.7825,4.0,1.0,2.0,0.5,1.0,3.0,0.3333333333333333,5,2
75.0,1.0,87000.0,20.0,4.0,5.0,5.0,0.8,114.70000000000002,22.940000000000005,5.0,1.0,2.0,0.5,4.0,12.0,0.3333333333333333,5,2
59.0,1.0,85000.0,1057.0,4.0,5.0,6.0,0.6666666666666666,193.1,27.58571428571429,7.0,1.0,3.0,0.3333333333333333,3.0,10.0,0.3,5,2
47.0,0.0,66000.0,1675.0,2.0,3.0,3.0,0.6666666666666666,74.17,14.834000000000001,5.0,1.0,3.0,0.3333333333333333,1.0,3.0,0.3333333333333333,5,2
20.0,0.0,69000.0,65.0,0.0,2.0,4.0,0.0,0.87,0.87,1.0,2.0,3.0,0.6666666666666666,2.0,3.0,0.6666666666666666,5,1
60.0,0.0,108000.0,462.0,2.0,4.0,4.0,0.5,127.28,31.82,4.0,1.0,3.0,0.3333333333333333,2.0,5.0,0.4,1,0
65.0,0.0,61000.0,139.0,3.0,2.0,5.0,0.6,24.0,4.0,6.0,0.0,0.0,0.3333333333333333,2.0,8.0,0.25,5,2
33.0,0.0,43000.0,1198.0,1.0,1.0,4.0,0.25,19.78,2.4725,8.0,0.0,0.0,0.3333333333333333,3.0,6.0,0.5,5,2
39.0,1.0,67000.0,227.0,1.0,5.0,5.0,0.2,562.7699999999999,51.16090909090908,11.0,0.0,0.0,0.3333333333333333,1.0,3.0,0.3333333333333333,5,0
49.0,0.0,59000.0,60.0,1.0,2.0,3.0,0.3333333333333333,38.26000000000001,6.376666666666668,6.0,1.0,3.0,0.3333333333333333,1.0,2.0,0.5,5,2
68.0,0.0,58000.0,175.0,0.0,5.0,5.0,0.0,17.19,8.595,2.0,1.0,2.0,0.5,3.0,6.0,0.5,5,1
42.0,0.0,80000.0,538.0,1.0,3.0,3.0,0.3333333333333333,53.74000000000001,17.913333333333334,3.0,1.0,3.0,0.3333333333333333,0.0,0.0,0.0,5,3
72.0,0.0,33000.0,61.0,0.0,3.0,6.0,0.0,8.14,1.628,5.0,3.0,5.0,0.6,3.0,4.0,0.75,5,1
18.0,1.0,49000.0,434.0,2.0,3.0,5.0,0.4,30.47,3.047,10.0,1.0,2.0,0.5,3.0,8.0,0.375,5,1
32.0,1.0,42000.0,34.0,2.0,1.0,2.0,1.0,71.19,10.17,7.0,2.0,5.0,0.4,0.0,0.0,0.0,5,3
67.0,0.0,50000.0,338.0,1.0,5.0,5.0,0.2,33.07,11.023333333333332,3.0,1.0,2.0,0.5,2.0,5.0,0.4,5,1
52.0,0.0,42000.0,28.0,0.0,2.0,5.0,0.0,5.4,1.8,3.0,0.0,0.0,0.5,2.0,5.0,0.4,5,1
38.0,0.0,64000.0,286.0,3.0,2.0,3.0,1.0,150.94,16.77111111111111,9.0,2.0,8.0,0.25,0.0,0.0,0.0,5,3
60.0,1.0,77000.0,138.0,5.0,5.0,6.0,0.8333333333333334,106.91,21.382,5.0,2.0,5.0,0.4,3.0,11.0,0.2727272727272727,5,2
62.0,1.0,77000.0,222.0,2.0,3.0,5.0,0.4,33.46,16.73,2.0,3.0,7.0,0.42857142857142855,1.0,2.0,0.5,5,2
55.0,1.0,51000.0,24.0,1.0,4.0,4.0,0.25,25.9,12.95,2.0,1.0,3.0,0.3333333333333333,2.0,4.0,0.5,5,1
22.0,0.0,63000.0,95.0,0.0,5.0,5.0,0.0,19.8,3.2999999999999994,6.0,3.0,6.0,0.5,1.0,2.0,0.5,5,1
34.0,0.0,41000.0,238.0,3.0,2.0,4.0,0.75,118.41,10.764545454545452,11.0,1.0,3.0,0.3333333333333333,3.0,6.0,0.5,5,2
46.0,0.0,60000.0,1326.0,3.0,4.0,5.0,0.6,105.57999999999998,4.06076923076923,26.0,3.0,9.0,0.3333333333333333,1.0,3.0,0.3333333333333333,5,2
85.0,0.0,67000.0,6.0,1.0,2.0,3.0,0.3333333333333333,22.18,4.436,5.0,0.0,0.0,0.3333333333333333,3.0,6.0,0.5,5,2
51.0,1.0,85000.0,503.0,3.0,3.0,5.0,0.6,180.0,22.5,8.0,1.0,2.0,0.5,2.0,5.0,0.4,5,2
53.0,1.0,85000.0,826.0,4.0,4.0,5.0,0.8,177.09,22.13625,8.0,2.0,6.0,0.3333333333333333,2.0,5.0,0.4,5,2
51.0,0.0,92000.0,721.0,5.0,5.0,5.0,1.0,330.92000000000013,22.061333333333334,15.0,1.0,6.0,0.16666666666666666,2.0,9.0,0.2222222222222222,5,2
48.0,0.0,44000.0,1157.0,2.0,4.0,5.0,0.4,58.18,3.2322222222222217,18.0,2.0,4.0,0.5,3.0,7.0,0.42857142857142855,5,2
52.0,0.0,72000.0,57.0,3.0,6.0,6.0,0.5,66.05,22.016666666666666,3.0,1.0,3.0,0.3333333333333333,2.0,8.0,0.25,5,1
62.0,0.0,53000.0,879.0,3.0,3.0,4.0,0.75,125.56,12.556,10.0,1.0,6.0,0.16666666666666666,1.0,2.0,0.5,5,2
42.0,0.0,62000.0,129.0,0.0,1.0,5.0,0.0,12.12,3.03,4.0,0.0,0.0,0.16666666666666666,3.0,5.0,0.6,5,1
55.0,0.0,65000.0,280.0,0.0,3.0,3.0,0.0,16.689999999999998,2.384285714285714,7.0,2.0,4.0,0.5,0.0,0.0,0.0,5,3
27.0,1.0,50000.0,1051.0,2.0,4.0,4.0,0.5,89.78000000000002,11.222500000000002,8.0,2.0,8.0,0.25,0.0,0.0,0.0,5,2
68.0,0.0,107000.0,63.0,2.0,2.0,5.0,0.4,253.72000000000003,31.715000000000003,8.0,0.0,0.0,0.25,3.0,8.0,0.375,1,0
74.0,1.0,83000.0,224.0,1.0,1.0,2.0,0.5,25.69,25.69,1.0,2.0,4.0,0.5,0.0,0.0,0.0,5,3
77.0,0.0,66000.0,1390.0,5.0,3.0,6.0,0.8333333333333334,87.13,3.3511538461538466,26.0,0.0,0.0,0.5,4.0,14.0,0.2857142857142857,5,2
35.0,0.0,72000.0,195.0,5.0,3.0,5.0,1.0,261.55999999999995,18.682857142857138,14.0,2.0,9.0,0.2222222222222222,2.0,4.0,0.5,5,2
50.0,1.0,69000.0,266.0,3.0,5.0,5.0,0.6,184.96,18.496,10.0,1.0,3.0,0.3333333333333333,2.0,6.0,0.3333333333333333,5,2
45.0,0.0,94000.0,1009.0,3.0,4.0,5.0,0.6,162.90999999999997,27.15166666666666,6.0,1.0,3.0,0.3333333333333333,1.0,5.0,0.2,5,2
82.0,0.0,87000.0,578.0,0.0,2.0,2.0,0.0,155.64,19.455,8.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,5,3
40.0,0.0,57000.0,1683.0,1.0,4.0,4.0,0.25,79.94999999999997,19.9875,4.0,0.0,0.0,0.3333333333333333,1.0,3.0,0.3333333333333333,5,2
66.0,0.0,34000.0,45.0,0.0,2.0,3.0,0.0,10.6,2.65,4.0,2.0,3.0,0.6666666666666666,0.0,0.0,0.0,5,3
52.0,0.0,63000.0,112.0,0.0,2.0,3.0,0.0,6.18,3.09,2.0,0.0,0.0,0.6666666666666666,2.0,3.0,0.6666666666666666,5,1
57.0,1.0,89000.0,855.0,4.0,3.0,5.0,0.8,226.68,25.18666666666667,9.0,1.0,2.0,0.5,3.0,10.0,0.3,5,2
68.0,0.0,69000.0,763.0,3.0,3.0,4.0,0.75,143.03000000000003,15.892222222222225,9.0,0.0,0.0,0.5,1.0,8.0,0.125,5,2
21.0,0.0,52000.0,151.0,2.0,3.0,4.0,0.5,13.98,2.7960000000000003,5.0,2.0,6.0,0.3333333333333333,2.0,3.0,0.6666666666666666,5,1
61.0,0.0,44000.0,351.0,2.0,3.0,6.0,0.3333333333333333,17.7,2.2125,8.0,1.0,1.0,1.0,3.0,10.0,0.3,5,1
58.0,1.0,54000.0,137.0,0.0,2.0,5.0,0.0,21.5,3.583333333333333,6.0,1.0,2.0,0.5,3.0,5.0,0.6,5,1
67.0,1.0,54000.0,48.0,0.0,3.0,4.0,0.0,17.38,2.4828571428571427,7.0,2.0,3.0,0.6666666666666666,1.0,2.0,0.5,5,1
24.0,0.0,61000.0,535.0,2.0,2.0,5.0,0.4,155.42,15.541999999999998,10.0,2.0,6.0,0.3333333333333333,2.0,2.0,1.0,5,1
26.0,0.0,35000.0,257.0,0.0,3.0,5.0,0.0,10.099999999999998,2.5249999999999995,4.0,1.0,4.0,0.25,3.0,4.0,0.75,5,1
